source_id,region,institution,url,source_type,format,access_method,contains_event_point,contains_event_polygon,contains_address_point,contains_parcel,contains_house_number_range,contains_intersection,contains_street_segment,contains_flood_footprint,priority,download_candidate,reason,review_only
S15ASRC_0193,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/3fb01705-d5d9-4248-80ed-466db4352cb6/download/fotossensores-2020-novembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Novembro- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0194,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/6d64fdc4-8c4b-4e08-9c5d-39bcf647219c/download/fotossensores-2020-novembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Novembro- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0195,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/bf7a3ee4-e845-4460-8c1a-7511a27b2194/download/fotossensores-2020-outubro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Outubro- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0196,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/4ef3338a-24a2-4939-bb40-5a4c16ce2d63/download/fotossensores-2020-outubro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Outubro- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0197,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/e0396cf2-d8c3-4721-b76b-bfcd17e77768/download/fotossensores-2020-setembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Setembro- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0198,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/6d825476-f36c-487b-9e98-cc448efc578f/download/fotossensores-2020-setembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Fotossensores 2020 - Setembro- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0199,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/d225f838-44f3-4225-91b1-29426b43e64d/download/lombadas-2020-abril-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Abril- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0200,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/8f601439-06c7-4ef3-a237-e8b0a54e31dd/download/lombadas-2020-abril-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Abril- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0201,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/d74c11f8-0ec2-4735-8d2c-e5b4c980c578/download/lombadas-2020-agosto-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Agosto - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0202,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/503cb08f-7a91-4149-95e9-17c4ed1d1c30/download/lombadas-2020-agosto-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Agosto - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0203,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/9ee49311-29fb-48ca-9e5b-f4e0575a92d5/download/lombadas-2020-dezembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Dezembro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0204,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/fcf02308-b6d0-421e-8040-27ccf357dba2/download/lombadas-2020-fevereiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Fevereiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0205,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/e95b2469-c443-4052-a3ac-6626cfd82054/download/lombadas-2020-fevereiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Fevereiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0206,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/39bbfe53-c87c-4c09-90be-bc1b6f7b1946/download/lombadas-2020-janeiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Janeiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0207,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/34108fa1-9d01-4dce-a3d5-1d50f4c3fb2f/download/lombadas-2020-janeiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Janeiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0208,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/a1febbf8-728a-4434-8313-d5d7a734b971/download/lombadas-2020-junho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Junho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0209,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/761ff626-0a4a-4db2-9280-5a8dea04a13a/download/lombadas-2020-junho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Junho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0210,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/6709aa34-20b5-4f1d-87a7-2fdeba50f543/download/lombadas-2020-junho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Junho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0211,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/22cee491-810a-4f73-b167-228b6f091318/download/lombadas-2020-junho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Junho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0212,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/80808b18-9aad-4470-89ce-b1038afc9a95/download/lombadas-2020-maio-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Maio - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0213,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/0d201826-34c0-4744-b192-ec4cb25ca27b/download/lombadas-2020-maio-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Maio - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0214,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/cbd0cf6a-683e-4d4d-9897-907cd6f9ba2f/download/lombadas-2020-marco-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Março- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0215,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/5af2adc9-2688-4240-874c-4bd7d1e4568f/download/lombadas-2020-marco-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Março- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0216,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/77a6b4de-aff1-40c6-8c02-2767c1d2c310/download/lombadas-2020-novembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Novembro- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0217,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/074ee25b-15c3-4d91-91d0-34c62c389b34/download/lombadas-2020-outubro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Outubro- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0218,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/e10cd707-a3a5-48d9-a6b4-27eaa983d78f/download/lombadas-2020-outubro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Outubro- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0219,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/a630e9ae-05b0-423e-b5dd-63dc9ca90952/download/lombadas-2020-setembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Setembro- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0220,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/9692e1e2-a2c6-45ec-853f-f4f671b6756b/resource/8de624ca-e92d-435d-be37-b129f2e912df/download/lombadas-2020-setembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2020 - Lombadas 2020 - Setembro- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0221,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/bf6e28b0-a0f3-46e5-9bcf-0dec3162e972/download/2021-equipamento-de-medicao-das-velocidade-das-vias-lombadas-e-fotossensores.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - 2021 - Equipamento de medição das velocidade das vias - Lombadas e Fotossensores,true
S15ASRC_0222,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/29c7eddc-e3a1-4206-9749-647b28b72768/download/dicionario-de-dados-equipamento-de-monitoramento-2021.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Dicionário de Dados - Equipamento de Monitoramento 2021,true
S15ASRC_0223,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/f2cad365-bee3-42fe-b765-f9da43ddf787/download/dicionario-de-dados-velocidade-das-vias.json,official,json,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Dicionário de Dados - Velocidade das Vias,true
S15ASRC_0224,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/cf236fb7-744c-49fb-aaf7-5b639901acdb/download/fotossensores-2021-abril-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Fotossensores 2021 - Abril - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0225,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/abc6a3b2-fa9d-4a37-b567-9d1f2980d285/download/fotossensores-2021-agosto-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Fotossensores 2021 - Agosto - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0226,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/addd20c3-e307-4dbb-b85f-cca390bc0057/download/fotossensores-2021-dezembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Fotossensores 2021 - Dezembro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0227,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/bba1eef0-1e98-4612-ab16-974a98d22235/download/fotossensores-2021-fevereiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Fotossensores 2021 - Fevereiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0228,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/31a89737-fa20-4ff6-b536-b09056dbfb53/download/fotossensores-2021-janeiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Fotossensores 2021 - Janeiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0229,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/a180cc4a-14fc-4e9e-82ce-937048a85409/download/fotossensores-2021-julho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Fotossensores 2021 - Julho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0230,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/baac098c-e060-4a36-83ac-dfae23c1254f/download/fotossensores-2021-junho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Fotossensores 2021 - Junho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0231,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/c0140f2f-9ec0-4df7-a3ee-3926f0bc0a2d/download/fotossensores-2021-maio-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Fotossensores 2021 - Maio - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0232,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/30eaab41-d384-49c5-a307-ca1c41353552/download/fotossensores-2021-marco-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Fotossensores 2021 - Março- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0233,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/47177255-ceca-44cf-a10b-040247c6a3ea/download/fotossensores-2021-novembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Fotossensores 2021 - Novembro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0234,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/f219563e-bf9f-40d8-9e54-6aa5f938fe79/download/fotossensores-2021-outubro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Fotossensores 2021 - Outubro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0235,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/ad8f22f2-59ad-4a92-bada-505d45e6fae4/download/fotossensores-2021-setembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Fotossensores 2021 - Setembro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0236,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/8bdf9987-2fb2-4d75-8424-c31663fb9373/download/lombadas-2021-abril-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Lombadas 2021 - Abril- Quantitativo das Vias por Velocidade Média,true
S15ASRC_0237,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/9e05fa52-5387-422b-ba41-597b490a206c/download/lombadas-2021-agosto-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Lombadas 2021 - Agosto - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0238,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/2a9693fe-ee56-42fd-9742-8ac8fd20b016/download/lombadas-2021-dezembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Lombadas 2021 - Dezembro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0239,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/09d68ad5-765e-418c-b58f-abfb787d231a/download/lombadas-2021-fevereiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Lombadas 2021 - Fevereiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0240,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/5e858ec9-0cc2-4bb4-881b-22b049182361/download/lombadas-2021-janeiro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Lombadas 2021 - Janeiro - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0241,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/e80bf7e1-54e7-412d-9923-a8ccbeb3f499/download/lombadas-2021-julho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Lombadas 2021 - Julho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0242,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/e16eef12-2d96-4403-ba4b-8e26fc539f5f/download/lombadas-2021-junho-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Lombadas 2021 - Junho - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0243,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/518c68b5-1c82-45d1-a131-eb250f77b819/download/lombadas-2021-maio-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Lombadas 2021 - Maio - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0244,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/695ff4aa-8261-4db9-803f-fd76cc0bba7b/download/lombadas-2021-marco-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Lombadas 2021 - Março - Quantitativo das Vias por Velocidade Média,true
S15ASRC_0245,recife,Prefeitura do Recife - Dados Abertos,https://dados.recife.pe.gov.br:443/dataset/a44c68fa-6bb5-4bb6-8e14-5710c6bb5a64/resource/9fde3b84-c610-4d8d-8abc-cc8a5a149295/download/lombadas-2021-novembro-quantitativo-das-vias-por-velocidade-media.csv,official,csv,ckan_resource,false,false,false,false,false,false,true,false,1,true,herdado do registro oficial 14B: Velocidade das Vias - Quantitativo por Velocidade Média - 2021 - Lombadas 2021 - Novembro - Quantitativo das Vias por Velocidade Média,true
